id,terjemah,tjclean
[12.102],Demikian itu (adalah) di antara berita-berita yang gaib yang Kami wahyukan kepadamu (Muhammad) padahal kamu tidak berada pada sisi mereka ketika mereka memutuskan rencananya (untuk memasukkan Yusuf ke dalam sumur) dan mereka sedang mengatur tipu daya.,beritaberita gaib wahyukan kepadamu muhammad sisi memutuskan rencananya memasukkan yusuf sumur mengatur tipu daya
[12.103],Dan sebahagian besar manusia tidak akan beriman walaupun kamu sangat menginginkannya.,sebahagian manusia beriman menginginkannya
[12.104],Dan kamu sekali-kali tidak meminta upah kepada mereka (terhadap seruanmu ini) itu tidak lain hanyalah pengajaran bagi semesta alam.,sekalikali upah seruanmu pengajaran semesta alam
[12.105],Dan banyak sekali tanda-tanda (kekuasaan Allah) di langit dan di bumi yang mereka melaluinya sedang mereka berpaling daripadanya.,tandatanda kekuasaan allah langit bumi melaluinya berpaling daripadanya
[12.106],Dan sebahagian besar dari mereka tidak beriman kepada Allah melainkan dalam keadaan mempersekutukan Allah (dengan sembahan-sembahan lain).,sebahagian beriman allah mempersekutukan allah sembahansembahan
[12.107],Apakah mereka merasa aman dari kedatangan siksa Allah yang meliputi mereka atau kedatangan kiamat kepada mereka secara mendadak sedang mereka tidak menyadarinya?,aman kedatangan siksa allah meliputi kedatangan kiamat mendadak menyadarinya
[12.108],Katakanlah: Inilah jalan (agama) ku aku dan orang-orang yang mengikutiku mengajak (kamu) kepada Allah dengan hujah yang nyata Maha Suci Allah dan aku tiada termasuk orang-orang yang musyrik.,jalan agama ku orangorang mengikutiku mengajak allah hujah nyata maha suci allah tiada orangorang musyrik
[12.109],Kami tidak mengutus sebelum kamu melainkan orang laki-laki yang Kami berikan wahyu kepadanya di antara penduduk negeri. Maka tidakkah mereka bepergian di muka bumi lalu melihat bagaimana kesudahan orang-orang sebelum mereka (yang mendustakan rasul) dan sesungguhnya kampung akhirat adalah lebih baik bagi orang-orang yang bertakwa. Maka tidakkah kamu memikirkannya?,mengutus orang lakilaki wahyu penduduk negeri bepergian muka bumi kesudahan orangorang mendustakan rasul sesungguhnya kampung akhirat orangorang bertakwa memikirkannya
[12.110],Sehingga apabila para rasul tidak mempunyai harapan lagi (tentang keimanan mereka) dan telah meyakini bahwa mereka telah didustakan datanglah kepada para rasul itu pertolongan Kami lalu diselamatkan orang-orang yang Kami kehendaki. Dan tidak dapat ditolak siksa Kami daripada orang-orang yang berdosa.,rasul harapan keimanan didustakan datanglah rasul pertolongan diselamatkan orangorang kehendaki ditolak siksa orangorang berdosa
[12.111],Sesungguhnya pada kisah-kisah mereka itu terdapat pengajaran bagi orang-orang yang mempunyai akal. Al Qur'an itu bukanlah cerita yang dibuat-buat akan tetapi membenarkan (kitab-kitab) yang sebelumnya dan menjelaskan segala sesuatu dan sebagai petunjuk dan rahmat bagi kaum yang beriman.,sesungguhnya kisahkisah pengajaran orangorang akal al quran cerita dibuatbuat membenarkan kitabkitab petunjuk rahmat kaum beriman
[13.1],Alif laam miim raa. Ini adalah ayat-ayat Al Kitab (Al Qur'an). Dan Kitab yang diturunkan kepadamu daripada Tuhanmu itu adalah benar akan tetapi kebanyakan manusia tidak beriman (kepadanya).,alif laam miim raa ayatayat al kitab al quran kitab diturunkan kepadamu tuhanmu kebanyakan manusia beriman
[13.2],Allah-lah Yang meninggikan langit tanpa tiang (sebagaimana) yang kamu lihat kemudian Dia bersemayam di atas Arasy dan menundukkan matahari dan bulan. Masing-masing beredar hingga waktu yang ditentukan. Allah mengatur urusan (makhluk-Nya) menjelaskan tanda-tanda (kebesaran-Nya) supaya kamu meyakini pertemuan (mu) dengan Tuhanmu.,allahlah meninggikan langit tiang lihat bersemayam arasy menundukkan matahari masingmasing beredar ditentukan allah mengatur urusan makhluknya tandatanda kebesarannya pertemuan mu tuhanmu
[13.3],Dan Dia-lah Tuhan yang membentangkan bumi dan menjadikan gunung-gunung dan sungai-sungai padanya. Dan menjadikan padanya semua buah-buahan berpasang-pasangan Allah menutupkan malam kepada siang. Sesungguhnya pada yang demikian itu terdapat tanda-tanda (kebesaran Allah) bagi kaum yang memikirkan.,tuhan membentangkan bumi menjadikan gununggunung sungaisungai menjadikan buahbuahan berpasangpasangan allah menutupkan malam siang sesungguhnya tandatanda kebesaran allah kaum memikirkan
[13.4],Dan di bumi ini terdapat bagian-bagian yang berdampingan dan kebun-kebun anggur tanaman-tanaman dan pohon kurma yang bercabang dan yang tidak bercabang disirami dengan air yang sama. Kami melebihkan sebahagian tanam-tanaman itu atas sebahagian yang lain tentang rasanya. Sesungguhnya pada yang demikian itu terdapat tanda-tanda (kebesaran Allah) bagi kaum yang berpikir.,bumi bagianbagian berdampingan kebunkebun anggur tanamantanaman pohon kurma bercabang bercabang disirami air melebihkan sebahagian tanamtanaman sebahagian sesungguhnya tandatanda kebesaran allah kaum berpikir
[13.5],Dan jika (ada sesuatu) yang kamu herankan maka yang patut mengherankan adalah ucapan mereka: Apabila kami telah menjadi tanah apakah kami sesungguhnya akan (dikembalikan) menjadi makhluk yang baru? Orang-orang itulah yang kafir kepada Tuhannya dan orang-orang itulah (yang dilekatkan) belenggu di lehernya mereka itulah penghuni neraka mereka kekal di dalamnya.,herankan patut mengherankan ucapan tanah sesungguhnya dikembalikan makhluk orangorang kafir tuhannya orangorang dilekatkan belenggu lehernya penghuni neraka kekal dalamnya
[13.6],Mereka meminta kepadamu supaya disegerakan (datangnya) siksa sebelum (mereka meminta) kebaikan. padahal telah terjadi bermacam-macam contoh siksa sebelum mereka. Sesungguhnya Tuhanmu benar-benar mempunyai ampunan (yang luas) bagi manusia sekalipun mereka lalim dan sesungguhnya Tuhanmu benar-benar sangat keras siksa-Nya.,kepadamu disegerakan datangnya siksa kebaikan bermacammacam contoh siksa sesungguhnya tuhanmu benarbenar ampunan luas manusia lalim sesungguhnya tuhanmu benarbenar keras siksanya
[13.7],Orang-orang yang kafir berkata: Mengapa tidak diturunkan kepadanya (Muhammad) suatu tanda (kebesaran) dari Tuhannya? Sesungguhnya kamu hanyalah seorang pemberi peringatan dan bagi tiap-tiap kaum ada orang yang memberi petunjuk.,orangorang kafir diturunkan muhammad tanda kebesaran tuhannya sesungguhnya pemberi peringatan tiaptiap kaum orang petunjuk
[13.8],Allah mengetahui apa yang dikandung oleh setiap perempuan dan kandungan rahim yang kurang sempurna dan yang bertambah. Dan segala sesuatu pada sisi-Nya ada ukurannya.,allah dikandung perempuan kandungan rahim sempurna bertambah sisinya ukurannya
[13.9],Yang mengetahui semua yang gaib dan yang nampak Yang Maha Besar lagi Maha Tinggi.,gaib nampak maha maha
[13.10],Sama saja (bagi Tuhan) siapa di antaramu yang merahasiakan ucapannya dan siapa yang berterus-terang dengan ucapan itu dan siapa yang bersembunyi di malam hari dan yang berjalan (menampakkan diri) di siang hari.,tuhan antaramu merahasiakan ucapannya berterusterang ucapan bersembunyi malam berjalan menampakkan siang
[13.11],Bagi manusia ada malaikat-malaikat yang selalu mengikutinya bergiliran di muka dan di belakangnya mereka menjaganya atas perintah Allah. Sesungguhnya Allah tidak mengubah keadaan sesuatu kaum sehingga mereka mengubah keadaan yang ada pada diri mereka sendiri. Dan apabila Allah menghendaki keburukan terhadap sesuatu kaum maka tak ada yang dapat menolaknya dan sekali-kali tak ada pelindung bagi mereka selain Dia.,manusia malaikatmalaikat mengikutinya bergiliran muka belakangnya menjaganya perintah allah sesungguhnya allah mengubah kaum mengubah allah keburukan kaum menolaknya sekalikali pelindung
[13.12],Dia-lah Tuhan yang memperlihatkan kilat kepadamu untuk menimbulkan ketakutan dan harapan dan Dia mengadakan awan mendung.,tuhan kilat kepadamu menimbulkan ketakutan harapan mengadakan awan mendung
[13.13],Dan guruh itu bertasbih dengan memuji Allah (demikian pula) para malaikat karena takut kepada-Nya dan Allah melepaskan halilintar lalu menimpakannya kepada siapa yang Dia kehendaki dan mereka berbantah-bantahan tentang Allah dan Dia-lah Tuhan Yang Maha keras siksa-Nya.,guruh bertasbih memuji allah malaikat takut allah melepaskan halilintar menimpakannya kehendaki berbantahbantahan allah tuhan maha keras siksanya
[13.14],Hanya bagi Allah-lah (hak mengabulkan) doa yang benar. Dan berhala-berhala yang mereka sembah selain Allah tidak dapat memperkenankan sesuatu pun bagi mereka melainkan seperti orang yang membukakan kedua telapak tangannya ke dalam air supaya sampai air ke mulutnya padahal air itu tidak dapat sampai ke mulutnya. Dan doa (ibadah) orang-orang kafir itu hanyalah sia-sia belaka.,allahlah hak mengabulkan doa berhalaberhala sembah allah memperkenankan orang membukakan telapak tangannya air air mulutnya air mulutnya doa ibadah orangorang kafir siasia belaka
[13.15],Hanya kepada Allah-lah sujud (patuh) segala apa yang di langit dan di bumi baik dengan kemauan sendiri atau pun terpaksa (dan sujud pula) bayang-bayangnya di waktu pagi dan petang hari.,allahlah sujud patuh langit bumi kemauan terpaksa sujud bayangbayangnya pagi petang
[13.16],Katakanlah: Siapakah Tuhan langit dan bumi? Jawabnya: Allah. Katakanlah: Maka patutkah kamu mengambil pelindung-pelindungmu dari selain Allah padahal mereka tidak menguasai kemanfaatan dan tidak (pula) kemudaratan bagi diri mereka sendiri?. Katakanlah: Adakah sama orang buta dan yang dapat melihat atau samakah gelap gulita dan terang benderang apakah mereka menjadikan beberapa sekutu bagi Allah yang dapat menciptakan seperti ciptaan-Nya sehingga kedua ciptaan itu serupa menurut pandangan mereka? Katakanlah: Allah adalah Pencipta segala sesuatu dan Dia-lah Tuhan Yang Maha Esa lagi Maha Perkasa.,tuhan langit bumi allah patutkah mengambil pelindungpelindungmu allah menguasai kemanfaatan kemudaratan adakah orang buta samakah gelap gulita terang benderang menjadikan sekutu allah menciptakan ciptaannya ciptaan pandangan allah pencipta tuhan maha esa maha perkasa
[13.17],Allah telah menurunkan air (hujan) dari langit maka mengalirlah air di lembah-lembah menurut ukurannya maka arus itu membawa buih yang mengembang. Dan dari apa (logam) yang mereka lebur dalam api untuk membuat perhiasan atau alat-alat ada (pula) buihnya seperti buih arus itu. Demikianlah Allah membuat perumpamaan (bagi) yang benar dan yang batil. Adapun buih itu akan hilang sebagai sesuatu yang tak ada harganya adapun yang memberi manfaat kepada manusia maka ia tetap di bumi. Demikianlah Allah membuat perumpamaan-perumpamaan.,allah menurunkan air hujan langit mengalirlah air lembahlembah ukurannya arus membawa buih mengembang logam lebur api perhiasan alatalat buihnya buih arus allah perumpamaan batil buih hilang harganya manfaat manusia bumi allah perumpamaanperumpamaan
[13.18],Bagi orang-orang yang memenuhi seruan Tuhannya (disediakan) pembalasan yang baik. Dan orang-orang yang tidak memenuhi seruan Tuhan sekiranya mereka mempunyai semua (kekayaan) yang ada di bumi dan (ditambah) sebanyak isi bumi itu lagi besertanya niscaya mereka akan menebus dirinya dengan kekayaan itu. Orang-orang itu disediakan baginya hisab yang buruk dan tempat kediaman mereka ialah Jahanam dan itulah seburuk-buruk tempat kediaman.,orangorang memenuhi seruan tuhannya disediakan pembalasan orangorang memenuhi seruan tuhan kekayaan bumi ditambah isi bumi besertanya niscaya menebus kekayaan orangorang disediakan baginya hisab buruk kediaman jahanam seburukburuk kediaman
[13.19],Adakah orang yang mengetahui bahwasanya apa yang diturunkan kepadamu dari Tuhanmu itu benar sama dengan orang yang buta? Hanyalah orang-orang yang berakal saja yang dapat mengambil pelajaran,adakah orang diturunkan kepadamu tuhanmu orang buta orangorang berakal mengambil pelajaran
[13.20],(yaitu) orang-orang yang memenuhi janji Allah dan tidak merusak perjanjian,orangorang memenuhi janji allah merusak perjanjian
[13.21],dan orang-orang yang menghubungkan apa-apa yang Allah perintahkan supaya dihubungkan dan mereka takut kepada Tuhannya dan takut kepada hisab yang buruk.,orangorang menghubungkan apaapa allah perintahkan dihubungkan takut tuhannya takut hisab buruk
[13.22],Dan orang-orang yang sabar karena mencari keridaan Tuhannya mendirikan salat dan menafkahkan sebagian rezeki yang Kami berikan kepada mereka secara sembunyi atau terang-terangan serta menolak kejahatan dengan kebaikan orang-orang itulah yang mendapat tempat kesudahan (yang baik),orangorang sabar mencari keridaan tuhannya mendirikan salat menafkahkan rezeki sembunyi terangterangan menolak kejahatan kebaikan orangorang kesudahan
[13.23],(yaitu) surga Adn yang mereka masuk ke dalamnya bersama-sama dengan orang-orang yang saleh dari bapak-bapaknya istri-istrinya dan anak cucunya sedang malaikat-malaikat masuk ke tempat-tempat mereka dari semua pintu,surga adn masuk dalamnya bersamasama orangorang saleh bapakbapaknya istriistrinya anak cucunya malaikatmalaikat masuk tempattempat pintu
[13.24],(sambil mengucapkan): Salamun 'alaikum bima shabartum. Maka alangkah baiknya tempat kesudahan itu.,salamun alaikum bima shabartum alangkah baiknya kesudahan
[13.25],Orang-orang yang merusak janji Allah setelah diikrarkan dengan teguh dan memutuskan apa-apa yang Allah perintahkan supaya dihubungkan dan mengadakan kerusakan di bumi orang-orang itulah yang memperoleh kutukan dan bagi mereka tempat kediaman yang buruk (Jahanam).,orangorang merusak janji allah diikrarkan teguh memutuskan apaapa allah perintahkan dihubungkan mengadakan kerusakan bumi orangorang memperoleh kutukan kediaman buruk jahanam
[13.26],Allah meluaskan rezeki dan menyempitkannya bagi siapa yang Dia kehendaki. Mereka bergembira dengan kehidupan di dunia padahal kehidupan dunia itu (dibanding dengan) kehidupan akhirat hanyalah kesenangan (yang sedikit).,allah meluaskan rezeki menyempitkannya kehendaki bergembira kehidupan dunia kehidupan dunia dibanding kehidupan akhirat kesenangan
[13.27],Orang-orang kafir berkata: Mengapa tidak diturunkan kepadanya (Muhammad) tanda (mukjizat) dari Tuhannya? Katakanlah: Sesungguhnya Allah menyesatkan siapa yang Dia kehendaki dan menunjuki orang-orang yang bertobat kepada Nya,orangorang kafir diturunkan muhammad tanda mukjizat tuhannya sesungguhnya allah menyesatkan kehendaki orangorang bertobat nya
[13.28],(yaitu) orang-orang yang beriman dan hati mereka menjadi tenteram dengan mengingat Allah. Ingatlah hanya dengan mengingat Allah-lah hati menjadi tenteram.,orangorang beriman hati tenteram allah ingatlah allahlah hati tenteram
[13.29],Orang-orang yang beriman dan beramal saleh bagi mereka kebahagiaan dan tempat kembali yang baik.,orangorang beriman beramal saleh kebahagiaan
[13.30],Demikianlah Kami telah mengutus kamu pada suatu umat yang sungguh telah berlalu beberapa umat sebelumnya supaya kamu membacakan kepada mereka (Al Qur'an) yang Kami wahyukan kepadamu padahal mereka kafir kepada Tuhan Yang Maha Pemurah. Katakanlah: Dialah Tuhanku tidak ada Tuhan (yang berhak disembah) selain Dia hanya kepada-Nya aku bertawakal dan hanya kepada-Nya aku bertobat.,mengutus umat sungguh umat membacakan al quran wahyukan kepadamu kafir tuhan maha pemurah tuhanku tuhan berhak disembah bertawakal bertobat
[13.31],Dan sekiranya ada suatu bacaan (kitab suci) yang dengan bacaan itu gunung-gunung dapat digoncangkan atau bumi jadi terbelah atau oleh karenanya orang-orang yang sudah mati dapat berbicara (tentu Al Qur'an itulah dia). Sebenarnya segala itu adalah kepunyaan Allah. Maka tidakkah orang-orang yang beriman itu mengetahui bahwa seandainya Allah menghendaki (semua manusia beriman) tentu Allah memberi petunjuk kepada manusia semuanya. Dan orang-orang yang kafir senantiasa ditimpa bencana disebabkan perbuatan mereka sendiri atau bencana itu terjadi dekat tempat kediaman mereka sehingga datanglah janji Allah. Sesungguhnya Allah tidak menyalahi janji.,bacaan kitab suci bacaan gununggunung digoncangkan bumi terbelah orangorang mati berbicara al quran kepunyaan allah orangorang beriman seandainya allah manusia beriman allah petunjuk manusia orangorang kafir senantiasa ditimpa bencana disebabkan perbuatan bencana kediaman datanglah janji allah sesungguhnya allah menyalahi janji
[13.32],Dan sesungguhnya telah diperolok-olokkan beberapa rasul sebelum kamu maka Aku beri tangguh kepada orang-orang kafir itu kemudian Aku binasakan mereka. Alangkah hebatnya siksaan-Ku itu!,sesungguhnya diperolokolokkan rasul tangguh orangorang kafir binasakan alangkah hebatnya siksaanku
[13.33],Maka apakah Tuhan yang menjaga setiap diri terhadap apa yang diperbuatnya (sama dengan yang tidak demikian sifatnya)? Mereka menjadikan beberapa sekutu bagi Allah. Katakanlah: Sebutkanlah sifat-sifat mereka itu. Atau apakah kamu hendak memberitakan kepada Allah apa yang tidak diketahui-Nya di bumi atau kamu mengatakan (tentang hal itu) sekedar perkataan pada lahirnya saja. Sebenarnya orang-orang kafir itu dijadikan (oleh setan) memandang baik tipu daya mereka dan dihalanginya dari jalan (yang benar). Dan barang siapa yang disesatkan Allah maka baginya tak ada seorang pun yang akan memberi petunjuk.,tuhan menjaga sifatnya menjadikan sekutu allah sebutkanlah sifatsifat memberitakan allah bumi sekedar perkataan lahirnya orangorang kafir dijadikan setan memandang tipu daya dihalanginya jalan barang disesatkan allah baginya petunjuk
